row_id,interaction_id,span_index,span_id,expected_project_id,expected_project_name_contains,expected_decision,notes,tags
cll_06E47JAHBHSSXA44A650DZ6GF0_s0,cll_06E47JAHBHSSXA44A650DZ6GF0,0,,,Woodbery,,I had a horse in my hand... looking over greg's email,subset:woodbery_gt_project
cll_06E47KQGN1SYDA3962CHHX2YY4_s0,cll_06E47KQGN1SYDA3962CHHX2YY4,0,,,Woodbery,,Bad service for ten more minutes... can i call you when i get stopped,subset:woodbery_gt_project
cll_06E47PRHV5R67DMHG19G8ZNYM8_s0,cll_06E47PRHV5R67DMHG19G8ZNYM8,0,,,Woodbery,,Looking at the email from greg... screen porch... steel sliders,subset:woodbery_gt_project
cll_06E47PRHV5R67DMHG19G8ZNYM8_s1,cll_06E47PRHV5R67DMHG19G8ZNYM8,1,,,Woodbery,,Screen porch to the awning... wood ceiling there,subset:woodbery_gt_project
cll_06E47QANSNT2VDMKRR898JBAXR_s0,cll_06E47QANSNT2VDMKRR898JBAXR,0,,,Woodbery,,Voicemail for Shayelin Woodberry,subset:woodbery_gt_project
cll_06E47R8S0NT854Z0VN6B3ASG3R_s0,cll_06E47R8S0NT854Z0VN6B3ASG3R,0,,,Woodbery,,Phone on zero battery... can you hear me,subset:woodbery_gt_project
cll_06E47R8S0NT854Z0VN6B3ASG3R_s1,cll_06E47R8S0NT854Z0VN6B3ASG3R,1,,,Woodbery,,Treatment carried the whole way across the back of the house,subset:woodbery_gt_project
cll_06E4GKKYX9RAD8YPPTX58737G8_s0,cll_06E4GKKYX9RAD8YPPTX58737G8,0,,,Woodbery,,Guy on a blower... sent you those pictures again,subset:woodbery_gt_project
cll_06E4GKKYX9RAD8YPPTX58737G8_s1,cll_06E4GKKYX9RAD8YPPTX58737G8,1,,,Woodbery,,Upper sitting room... vaulted ceiling... roof system,subset:woodbery_gt_project
cll_06E4GKKYX9RAD8YPPTX58737G8_s2,cll_06E4GKKYX9RAD8YPPTX58737G8,2,,,Woodbery,,Tray instead of a vault... roof pitch came down,subset:woodbery_gt_project
cll_06E4JQ54RDWF79Z6N765MV2SR0_s0,cll_06E4JQ54RDWF79Z6N765MV2SR0,0,,,Woodbery,,Robin said she was gonna give me her daughter full time,subset:woodbery_gt_project
cll_06E4JV04T9WE1EXZ5YC3H53T5R_s0,cll_06E4JV04T9WE1EXZ5YC3H53T5R,0,,,Woodbery,,Is there anything we need to talk about... the stuff with the framer,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s0,cll_06E4K02P55WQZ1JN7SAVZ3D318,0,,,Woodbery,,We can wait till thursday... one thing that's simple,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s1,cll_06E4K02P55WQZ1JN7SAVZ3D318,1,,,Woodbery,,Haven't framed those roofs yet... standing on a ladder showing tick marks,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s2,cll_06E4K02P55WQZ1JN7SAVZ3D318,2,,,Woodbery,,Caulk line to the ceiling... dormers or slants... crown,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s3,cll_06E4K02P55WQZ1JN7SAVZ3D318,3,,,Woodbery,,Seven inches difference... exterior elevation... window would hit on the plan,subset:woodbery_gt_project
cll_06E4KKW99NYTS04NN3SMEFYAYG_s0,cll_06E4KKW99NYTS04NN3SMEFYAYG,0,,,Woodbery,,Wanna get you a check for thursday... robin's latest invoice... buildertrend,subset:woodbery_gt_project
cll_06E4KKW99NYTS04NN3SMEFYAYG_s1,cll_06E4KKW99NYTS04NN3SMEFYAYG,1,,,Woodbery,,J and j invoices... blocking sand and mortar for you,subset:woodbery_gt_project
cll_06E037QYADVR75Q0E6E5P8S058_s0,cll_06E037QYADVR75Q0E6E5P8S058,0,,,Woodbery,,SITTLER STAFF LEAK + CONTACT ANCHORING: Pipeline attributed Sittler@0.80 — this is a staff-name leak (Sittler is a staff member now blocklisted). Brian Dove = FRAMING SUB for Woodbery. He talked to Hector about 'those three' structural elements. Woodbery is in FRAMING PHASE — this is exactly the kind of work Brian does there. [SYSTEMIC FIX NEEDED: (1) Sittler blocklist now deployed — will fix going forward. (2) Brian Dove should be contact-anchored to Woodbery via call history. (3) Phase awareness: framing discussion + framing-phase project = strong match.],subset:woodbery_gt_project
cll_06E037QYADVR75Q0E6E5P8S058_s1,cll_06E037QYADVR75Q0E6E5P8S058,1,,,Woodbery,,SITTLER LEAK: Pipeline said Sittler@0.80 again. Brian Dove discussing kitchen structural — range and island beam supports. This is Woodbery framing work. [CONTACT+PHASE: Brian Dove + structural/framing topics = Woodbery. Call patterns over time make this unambiguous.],subset:woodbery_gt_project
cll_06E037QYADVR75Q0E6E5P8S058_s2,cll_06E037QYADVR75Q0E6E5P8S058,2,,,Woodbery,,SITTLER LEAK: Study area / range supports — continuation of Woodbery framing discussion. Pipeline said Sittler@0.75. [SAME-CALL CONTINUITY: all 3 spans in this Brian Dove call are Woodbery framing],subset:woodbery_gt_project
cll_06E0BSE2Y9R8FAM7RS5KD0BQAM_s0,cll_06E0BSE2Y9R8FAM7RS5KD0BQAM,0,,,Woodbery,,Brian Dove second call — headers / nine foot framing discussion. Pipeline gave no project@0.00. Brian is framing Woodbery — this is clearly framing-scope work. [CONTACT ANCHORING: Brian Dove's call history on Jan 28 is ALL Woodbery framing. Temporal clustering of calls from same sub to same project should create strong prior.],subset:woodbery_gt_project
cll_06E0BSE2Y9R8FAM7RS5KD0BQAM_s1,cll_06E0BSE2Y9R8FAM7RS5KD0BQAM,1,,,Woodbery,,SITTLER LEAK: Scullery windows / head height. Pipeline said Sittler@0.80. 'Her husband likes it better' = Woodbery client preference. Brian Dove framing Woodbery scullery. [PHASE AWARENESS: 'framed the windows in the scullery' = framing phase work = Woodbery. Sittler attribution is pure staff-name leak.],subset:woodbery_gt_project
cll_06E09PKMFHW0H1KC05G69DQ9Z4_s0,cll_06E09PKMFHW0H1KC05G69DQ9Z4,0,,,Woodbery,,'Woodbury's horse barn' explicit mention. Pipeline correct Woodbery@0.80. Randy is down in Sparta (Skelton area). [NOTE: Randy's location in Sparta is a cross-project reference but the span topic is clearly Woodbery horse barn.],subset:woodbery_gt_project
cll_06E09YE4NSW4156B8JW1ZQCFHM_s0,cll_06E09YE4NSW4156B8JW1ZQCFHM,0,,,Woodbery,,Shayelyn Woodbery live call — met with Anthony / appliance specs. [RULE: Shayelyn Woodbery = Woodbery client. All live conversation with Shayelyn = Woodbery.],subset:woodbery_gt_project
cll_06E09YE4NSW4156B8JW1ZQCFHM_s1,cll_06E09YE4NSW4156B8JW1ZQCFHM,1,,,Woodbery,,Shayelyn — 'email Joe back' / appliance specs. Pipeline correct Woodbery@0.85. [CLIENT RULE: Shayelyn = Woodbery],subset:woodbery_gt_project
cll_06E09YE4NSW4156B8JW1ZQCFHM_s2,cll_06E09YE4NSW4156B8JW1ZQCFHM,2,,,Woodbery,,Shayelyn — 'answers on a couple things / meet with' continuation. Pipeline correct Woodbery@0.85. [CLIENT RULE: Shayelyn = Woodbery],subset:woodbery_gt_project
