row_id,interaction_id,run_interaction_id,span_selector,resolved_span_id,resolved_span_index,expected_project_id,expected_project_name_contains,expected_decision,actual_project_id,actual_project_name,actual_decision,actual_confidence,actual_prompt_version,actual_model_id,actual_reason_codes,actual_reasoning,char_start,char_end,has_expectation,is_correct,error,notes,tags
gt_0016,cll_06E3A4QAMNTRZA5CPVV335PZA8,cll_06E3A4QAMNTRZA5CPVV335PZA8,span_index:1,23bd04dc-4022-4b07-8d07-7da502a966f3,1,,winship,assign,310a3768-d7c0-4e72-88d0-aa67bf4d1b05,Winship Residence,review,0.800,v1.12.0_world_model_facts,claude-3-haiku-20240307,{weak_anchor},"The transcript contains multiple references to 'Zack Sittler', who is a known owner/general contractor at HCB. Additionally, the contact 'Ginger Gray' has a strong affinity to the Winship Residence project. While no exact project name is mentioned, the conversation about selecting pavers and Lou's involvement suggests this is related to the ongoing Winship Residence project.",665,1314,true,false,,,
gt_0017,cll_06E3A1T135WSF0XV3J64CJFZ3G,cll_06E3A1T135WSF0XV3J64CJFZ3G,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0018,cll_06E39KQRPDSAZ0B88TX3ZN87T8,cll_06E39KQRPDSAZ0B88TX3ZN87T8,span_index:0,6251447b-1202-4788-a385-ba3ae7698f2a,0,,winship,assign,310a3768-d7c0-4e72-88d0-aa67bf4d1b05,Winship Residence,assign,0.920,v1.12.0_world_model_facts,claude-3-haiku-20240307,,"The transcript contains multiple strong anchors indicating this conversation is about the Winship Residence project, including the client name 'Lou Winship', the mention of 'Blanton' (an alias for the project), and the discussion of material selections and scheduling for the project. BizDev prospect gate held project assignment (text me; commitment_terms=none). deterministic_homeowner_override_gate: forced assign to homeowner project 310a3768-d7c0-4e72-88d0-aa67bf4d1b05 (prev_decision=review, prev_project=null).",0,1537,true,true,,,
gt_0019,cll_06E39KQRPDSAZ0B88TX3ZN87T8,cll_06E39KQRPDSAZ0B88TX3ZN87T8,span_index:1,8f356876-2733-41d2-87cf-bf5e90cdc77a,1,,winship,assign,310a3768-d7c0-4e72-88d0-aa67bf4d1b05,Winship Residence,assign,0.850,v1.12.0_world_model_facts,claude-3-haiku-20240307,,"The transcript contains multiple references to the 'Winship' project, including a direct mention of the client 'Lou Winship'. Lou Winship is an anchored contact who only works on the Winship Residence project, providing strong evidence that this conversation is about that project.",1537,1949,true,true,,,
gt_0020,cll_06E39P8TGHVQD0P1NEFDFZ5X9W,cll_06E39P8TGHVQD0P1NEFDFZ5X9W,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0021,cll_06E39P95SHVQDEZ5KH1GZV2X04,cll_06E39P95SHVQDEZ5KH1GZV2X04,span_index:0,,,,none,none,,,,,,,,,,,true,false,span_not_found,,
gt_0022,cll_06E37X99FHT1X1VB9SZNBR67MR,cll_06E37X99FHT1X1VB9SZNBR67MR,span_index:0,b8ae71b0-cf9a-4180-b696-69e8b6ceb18c,0,,winship,assign,310a3768-d7c0-4e72-88d0-aa67bf4d1b05,Winship Residence,assign,0.850,v1.12.0_world_model_facts,claude-3-haiku-20240307,,"The transcript contains several direct references to the 'Winship Residence' project, including the client's name 'Lou Winship' and the alias 'winship'. The contact, Zack Sittler, is a floater who works on many projects, so his identity is not a strong signal. However, the transcript contains an exact quote ('lou winship') that directly matches the client name, which is a strong anchor for attributing this conversation to the Winship Residence project.",0,1604,true,true,,,
gt_0023,cll_06E37X99FHT1X1VB9SZNBR67MR,cll_06E37X99FHT1X1VB9SZNBR67MR,span_index:1,eecafe39-1a4b-424e-a001-7fc006eacf87,1,,winship,assign,310a3768-d7c0-4e72-88d0-aa67bf4d1b05,Winship Residence,assign,0.750,v1.12.0_world_model_facts,claude-3-haiku-20240307,,"The transcript contains multiple explicit references to 'Lou Winship' and 'Winship', which match the Winship Residence project. While the contact, Zack Sittler, is a floater who works on many projects, the repeated mentions of 'Winship' and 'Lou' provide strong transcript-based evidence to attribute this conversation to the Winship Residence project.",1604,2571,true,true,,,
gt_0024,cll_06E379H5W9WY581M5W62M05TRG,cll_06E379H5W9WY581M5W62M05TRG,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0025,cll_06E379H5W9WY581M5W62M05TRG,cll_06E379H5W9WY581M5W62M05TRG,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0026,cll_06E2ZJVMX1Z05B586R2CCJ36MM,cll_06E2ZJVMX1Z05B586R2CCJ36MM,span_index:0,,,,kreikemeier,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0027,cll_06E2ZJVMX1Z05B586R2CCJ36MM,cll_06E2ZJVMX1Z05B586R2CCJ36MM,span_index:1,,,,kreikemeier,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0028,cll_06E368SS4XTAS9PH4YF6YKEJYR,cll_06E368SS4XTAS9PH4YF6YKEJYR,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0029,cll_06E368SS4XTAS9PH4YF6YKEJYR,cll_06E368SS4XTAS9PH4YF6YKEJYR,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0030,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0031,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0032,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,span_index:2,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0033,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,span_index:3,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0034,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,cll_06E3YJFNA1XTX4PR9KJVTTHWSM,span_index:4,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0035,cll_06E45FDGQNSDD7RKBTJRTS0RAC,cll_06E45FDGQNSDD7RKBTJRTS0RAC,span_index:0,,,,permar,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0036,cll_06E45FDGQNSDD7RKBTJRTS0RAC,cll_06E45FDGQNSDD7RKBTJRTS0RAC,span_index:1,,,,permar,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0037,cll_06E45YJE9XWEK0SE3DPP6X23HM,cll_06E45YJE9XWEK0SE3DPP6X23HM,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0038,cll_06E4600Y4SSKD9MFM63EPB9MCW,cll_06E4600Y4SSKD9MFM63EPB9MCW,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0039,cll_06E4600Y4SSKD9MFM63EPB9MCW,cll_06E4600Y4SSKD9MFM63EPB9MCW,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0040,cll_06E4600Y4SSKD9MFM63EPB9MCW,cll_06E4600Y4SSKD9MFM63EPB9MCW,span_index:2,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0041,cll_06E4600Y4SSKD9MFM63EPB9MCW,cll_06E4600Y4SSKD9MFM63EPB9MCW,span_index:3,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0042,cll_06E46MKR29Y9X81BK52JJAM9TG,cll_06E46MKR29Y9X81BK52JJAM9TG,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0043,cll_06E46MKR29Y9X81BK52JJAM9TG,cll_06E46MKR29Y9X81BK52JJAM9TG,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0044,cll_06E46PAHC1W3B75EWZ48DN6KHC,cll_06E46PAHC1W3B75EWZ48DN6KHC,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0045,cll_06E46PAHC1W3B75EWZ48DN6KHC,cll_06E46PAHC1W3B75EWZ48DN6KHC,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0046,cll_06E46Y0H01Z2KFZKMH7VSB16FM,cll_06E46Y0H01Z2KFZKMH7VSB16FM,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0047,cll_06E46Y0H01Z2KFZKMH7VSB16FM,cll_06E46Y0H01Z2KFZKMH7VSB16FM,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0048,cll_06E471A9CNR6X6X14E6P6BY15W,cll_06E471A9CNR6X6X14E6P6BY15W,span_index:0,,,,skelton,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0049,cll_06E471A9CNR6X6X14E6P6BY15W,cll_06E471A9CNR6X6X14E6P6BY15W,span_index:1,,,,skelton,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0050,cll_06E47E38KNSG5909WX2JDDENHC,cll_06E47E38KNSG5909WX2JDDENHC,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0051,cll_06E47E38KNSG5909WX2JDDENHC,cll_06E47E38KNSG5909WX2JDDENHC,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0052,cll_06E47E38KNSG5909WX2JDDENHC,cll_06E47E38KNSG5909WX2JDDENHC,span_index:2,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0053,cll_06E47GAKDDSJV92AFZ3VNSQX3C,cll_06E47GAKDDSJV92AFZ3VNSQX3C,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0054,cll_06E47JAHBHSSXA44A650DZ6GF0,cll_06E47JAHBHSSXA44A650DZ6GF0,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0055,cll_06E47KQGN1SYDA3962CHHX2YY4,cll_06E47KQGN1SYDA3962CHHX2YY4,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0056,cll_06E47PRHV5R67DMHG19G8ZNYM8,cll_06E47PRHV5R67DMHG19G8ZNYM8,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0057,cll_06E47PRHV5R67DMHG19G8ZNYM8,cll_06E47PRHV5R67DMHG19G8ZNYM8,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0058,cll_06E47QANSNT2VDMKRR898JBAXR,cll_06E47QANSNT2VDMKRR898JBAXR,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0059,cll_06E47QGTVSR8379AVV0K7HFCA4,cll_06E47QGTVSR8379AVV0K7HFCA4,span_index:0,,,,none,none,,,,,,,,,,,true,false,span_not_found,,
gt_0060,cll_06E47R8S0NT854Z0VN6B3ASG3R,cll_06E47R8S0NT854Z0VN6B3ASG3R,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0061,cll_06E47R8S0NT854Z0VN6B3ASG3R,cll_06E47R8S0NT854Z0VN6B3ASG3R,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0062,cll_06E47VJN7DTD12V8W8RA8PFFZ8,cll_06E47VJN7DTD12V8W8RA8PFFZ8,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0063,cll_06E4G74WX9VMK2VQDVXTK3HQVG,cll_06E4G74WX9VMK2VQDVXTK3HQVG,span_index:0,,,,permar,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0064,cll_06E4GKKYX9RAD8YPPTX58737G8,cll_06E4GKKYX9RAD8YPPTX58737G8,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0065,cll_06E4GKKYX9RAD8YPPTX58737G8,cll_06E4GKKYX9RAD8YPPTX58737G8,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0066,cll_06E4GKKYX9RAD8YPPTX58737G8,cll_06E4GKKYX9RAD8YPPTX58737G8,span_index:2,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0067,cll_06E4J61Y41VFQFY2XCNRRQTHM0,cll_06E4J61Y41VFQFY2XCNRRQTHM0,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0068,cll_06E4JPQPKSX69EHC3PZMMWXHS4,cll_06E4JPQPKSX69EHC3PZMMWXHS4,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0069,cll_06E4JQ54RDWF79Z6N765MV2SR0,cll_06E4JQ54RDWF79Z6N765MV2SR0,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0070,cll_06E4JV04T9WE1EXZ5YC3H53T5R,cll_06E4JV04T9WE1EXZ5YC3H53T5R,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0071,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0072,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0073,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:2,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0074,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:3,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0075,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0076,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0077,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,span_index:2,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0078,cll_06E4K89W79XQQ7TYRDTH6534CG,cll_06E4K89W79XQQ7TYRDTH6534CG,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0079,cll_06E4KJ4645YE9CFYX8CXT9XPVM,cll_06E4KJ4645YE9CFYX8CXT9XPVM,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0080,cll_06E4KJ4645YE9CFYX8CXT9XPVM,cll_06E4KJ4645YE9CFYX8CXT9XPVM,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0081,cll_06E4KJ4645YE9CFYX8CXT9XPVM,cll_06E4KJ4645YE9CFYX8CXT9XPVM,span_index:2,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0082,cll_06E4KKW99NYTS04NN3SMEFYAYG,cll_06E4KKW99NYTS04NN3SMEFYAYG,span_index:0,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0083,cll_06E4KKW99NYTS04NN3SMEFYAYG,cll_06E4KKW99NYTS04NN3SMEFYAYG,span_index:1,,,,woodbery,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0084,cll_06E4STVDDHT0H1CPJJBB28KNG8,cll_06E4STVDDHT0H1CPJJBB28KNG8,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0085,cll_06E4STVDDHT0H1CPJJBB28KNG8,cll_06E4STVDDHT0H1CPJJBB28KNG8,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0086,cll_06E4SXBE0NTCB1EVNTZGETQF6C,cll_06E4SXBE0NTCB1EVNTZGETQF6C,span_index:0,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0087,cll_06E4SXBE0NTCB1EVNTZGETQF6C,cll_06E4SXBE0NTCB1EVNTZGETQF6C,span_index:1,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0088,cll_06E5F9JKZNZZF19NWGYEDDXF6G,cll_06E5F9JKZNZZF19NWGYEDDXF6G,span_index:0,,,,permar,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0089,cll_06E5F9JKZNZZF19NWGYEDDXF6G,cll_06E5F9JKZNZZF19NWGYEDDXF6G,span_index:1,,,,permar,assign,,,,,,,,,,,true,false,span_not_found,,
